id,dataset,split,image_path,question,correct_answer,question_type,option_a,option_b,option_c,option_d,correct_label,language,options
pathvqa_012604,pathvqa,train,pathvqa_012604.jpg,is carcinomatosis present?,yes,Yes/No,hydatidiform mole,No,no,yes,D,english,A) hydatidiform mole B) No C) no D) yes
pathvqa_012616,pathvqa,train,pathvqa_012616.jpg,is tuberculous peritonitis present?,no,Yes/No,Liver,no,"Live healthy, enhance physical fitness",hemangioma,B,english,"A) Liver B) no C) Live healthy, enhance physical fitness D) hemangioma"
pathvqa_012636,pathvqa,train,pathvqa_012636.jpg,has mesentery marked fatty change?,no,Other,no,Right,yes,No,A,english,A) no B) Right C) yes D) No
pathvqa_012653,pathvqa,train,pathvqa_012653.jpg,how has quite good liver marked change?,fatty,How,autopsy,Yes,fatty,Spleen,C,english,A) autopsy B) Yes C) fatty D) Spleen
pathvqa_012654,pathvqa,train,pathvqa_012654.jpg,what does this image show?,meningococcemia,What,metastatic carcinoma,Yes,large lipid vacuoles with peripherally displaced nuclei,meningococcemia,D,english,A) metastatic carcinoma B) Yes C) large lipid vacuoles with peripherally displaced nuclei D) meningococcemia
pathvqa_012661,pathvqa,train,pathvqa_012661.jpg,is liver with tuberculoid granuloma in glissons present?,no,Yes/No,right superior cavoatrial junction,yes,no,Irregular,C,english,A) right superior cavoatrial junction B) yes C) no D) Irregular
pathvqa_012662,pathvqa,train,pathvqa_012662.jpg,where is this area in the body?,abdomen,Where,female reproductive system,No,abdomen,yes,C,english,A) female reproductive system B) No C) abdomen D) yes
pathvqa_012676,pathvqa,train,pathvqa_012676.jpg,what is present?,abdomen,What,yes,yes,gastrointestinal,abdomen,D,english,A) yes B) yes C) gastrointestinal D) abdomen
pathvqa_012699,pathvqa,train,pathvqa_012699.jpg,"does this image show head and face, severe trauma, contusion, lacerations, abrasions?",yes,Yes/No,skin,six,lymph nodes and throughout lung parenchyma,yes,D,english,A) skin B) six C) lymph nodes and throughout lung parenchyma D) yes
pathvqa_012706,pathvqa,train,pathvqa_012706.jpg,"does this image show severe trauma, contusion, lacerations, abrasions?",yes,Yes/No,no,endocrine system,yes,due to alcoholic cirrhosis,C,english,A) no B) endocrine system C) yes D) due to alcoholic cirrhosis
pathvqa_012738,pathvqa,train,pathvqa_012738.jpg,is nodular tumor present?,no,Yes/No,no,2,yes,Yes,A,english,A) no B) 2 C) yes D) Yes
pathvqa_012741,pathvqa,train,pathvqa_012741.jpg,how is natural color advanced?,typical,How,Upper Left Lobe,yes,gastrointestinal,typical,D,english,A) Upper Left Lobe B) yes C) gastrointestinal D) typical
pathvqa_012745,pathvqa,train,pathvqa_012745.jpg,what is markedly narrowed?,the lumen,What,Lung,Heart,gastrointestinal,the lumen,D,english,A) Lung B) Heart C) gastrointestinal D) the lumen
pathvqa_012760,pathvqa,train,pathvqa_012760.jpg,does this image show whole body small fetus typical?,yes,Yes/No,yes,1,due to immobilization cast,T1,A,english,A) yes B) 1 C) due to immobilization cast D) T1
pathvqa_012766,pathvqa,train,pathvqa_012766.jpg,what does this image show?,severe maceration,What,severe maceration,no,Liver,no,A,english,A) severe maceration B) no C) Liver D) no
pathvqa_012769,pathvqa,train,pathvqa_012769.jpg,does this image show severe maceration?,yes,Yes/No,Yes,sternal wires,yes,skin,C,english,A) Yes B) sternal wires C) yes D) skin
pathvqa_012771,pathvqa,train,pathvqa_012771.jpg,what is present?,macerated stillborn,What,3.4 cm,adrenal,macerated stillborn,yes,C,english,A) 3.4 cm B) adrenal C) macerated stillborn D) yes
pathvqa_012774,pathvqa,train,pathvqa_012774.jpg,what is present?,macerated stillborn,What,Heart,macerated stillborn,Chest,by variegated mass having grey-white solid areas,B,english,A) Heart B) macerated stillborn C) Chest D) by variegated mass having grey-white solid areas
pathvqa_012780,pathvqa,train,pathvqa_012780.jpg,is macerated stillborn present?,yes,Yes/No,Heart,endocrine,Symmetrical to the bone marrow,yes,D,english,A) Heart B) endocrine C) Symmetrical to the bone marrow D) yes
pathvqa_012782,pathvqa,train,pathvqa_012782.jpg,what is present?,macerated stillborn,What,macerated stillborn,0,vasculature,no,A,english,A) macerated stillborn B) 0 C) vasculature D) no
pathvqa_012783,pathvqa,train,pathvqa_012783.jpg,how many loops does this image show macerated stillborn with of cord around neck good photo?,two,How much/many,endocrine,yes,two,burkitts lymphoma,C,english,A) endocrine B) yes C) two D) burkitts lymphoma
pathvqa_012786,pathvqa,train,pathvqa_012786.jpg,how many loops does this image show close-up of of umbilical cord around neck?,two,How much/many,yes,Pelvic Cavity,two,yes,C,english,A) yes B) Pelvic Cavity C) two D) yes
pathvqa_012788,pathvqa,train,pathvqa_012788.jpg,does this image show close-up of two loops of umbilical cord around neck?,yes,Yes/No,lung,2,yes,Lung,C,english,A) lung B) 2 C) yes D) Lung
pathvqa_012793,pathvqa,train,pathvqa_012793.jpg,is opened muscle present?,no,Yes/No,yes,surface,Kidney,no,D,english,A) yes B) surface C) Kidney D) no
pathvqa_012816,pathvqa,train,pathvqa_012816.jpg,does this image show posterior view of typical case?,yes,Yes/No,"Right Lung, Left",gastrointestinal,Lung,yes,D,english,"A) Right Lung, Left B) gastrointestinal C) Lung D) yes"
pathvqa_012823,pathvqa,train,pathvqa_012823.jpg,what is periodic acid-schiff stain?,luminal obliteration,What,luminal obliteration,endocrine,with tumor mass,no,A,english,A) luminal obliteration B) endocrine C) with tumor mass D) no
pathvqa_012825,pathvqa,train,pathvqa_012825.jpg,what is present?,anencephaly,What,fixed tissue tumor masses with necrosis easily seen,anencephaly,yes,yes,B,english,A) fixed tissue tumor masses with necrosis easily seen B) anencephaly C) yes D) yes
pathvqa_012882,pathvqa,train,pathvqa_012882.jpg,how is twins joined at head facing each?,other,How,Lung,other,yes,yes,B,english,A) Lung B) other C) yes D) yes
pathvqa_012890,pathvqa,train,pathvqa_012890.jpg,did the normal media for comparison show the regular layered pattern of elastic tissue?,yes,Object/Condition presence,no,yes,aorta,opened body cavity with necrotic bowel and heavy fibrin exudate,B,english,A) no B) yes C) aorta D) opened body cavity with necrotic bowel and heavy fibrin exudate
pathvqa_012892,pathvqa,train,pathvqa_012892.jpg,how does this image show lower extremities?,with increased muscle mass several other slides,How,no,with increased muscle mass several other slides,no,No,B,english,A) no B) with increased muscle mass several other slides C) no D) No
pathvqa_012901,pathvqa,train,pathvqa_012901.jpg,did the majority of tissue macrophages show the regular layered pattern of elastic tissue?,no,Object/Condition presence,0,malaria plasmodium vivax,no,Yes,C,english,A) 0 B) malaria plasmodium vivax C) no D) Yes
pathvqa_012905,pathvqa,train,pathvqa_012905.jpg,how many sets is lower chest and abdomen anterior opened lower chest and abdomen showing apparent intestine with one liver?,two,How much/many,2,no,yes,two,D,english,A) 2 B) no C) yes D) two
pathvqa_012908,pathvqa,train,pathvqa_012908.jpg,how many sets does this image show joined lower chest and abdomen anterior opened lower chest and abdomen showing apparent intestine with one liver?,two,How much/many,muscle,two,Brain,No,B,english,A) muscle B) two C) Brain D) No
pathvqa_012922,pathvqa,train,pathvqa_012922.jpg,what is present?,siamese twins,What,yes,bilateral,siamese twins,two,C,english,A) yes B) bilateral C) siamese twins D) two
pathvqa_012930,pathvqa,train,pathvqa_012930.jpg,what does this image show?,lateral view of head typical example,What,no,yes,necrotic,lateral view of head typical example,D,english,A) no B) yes C) necrotic D) lateral view of head typical example
pathvqa_012944,pathvqa,train,pathvqa_012944.jpg,what does this image show?,good example tastefully shown with face out of picture and genitalia covered muscle atrophy is striking,What,heart,pancreas,foot,good example tastefully shown with face out of picture and genitalia covered muscle atrophy is striking,D,english,A) heart B) pancreas C) foot D) good example tastefully shown with face out of picture and genitalia covered muscle atrophy is striking
pathvqa_012984,pathvqa,train,pathvqa_012984.jpg,how does this photo of infant from head to toe show lesion?,typical,How,yes,Head,cofactors,typical,D,english,A) yes B) Head C) cofactors D) typical
pathvqa_012988,pathvqa,train,pathvqa_012988.jpg,is sacrococcygeal teratoma present?,yes,Yes/No,yes,2,urinary,Chest,A,english,A) yes B) 2 C) urinary D) Chest
pathvqa_012994,pathvqa,train,pathvqa_012994.jpg,does this image show squamous epithelial component?,yes,Yes/No,Heart,yes,no,Lung Cancer,B,english,A) Heart B) yes C) no D) Lung Cancer
pathvqa_013006,pathvqa,train,pathvqa_013006.jpg,what does this image show?,hyaline membrane disease,What,0,Irregular,Yes,hyaline membrane disease,D,english,A) 0 B) Irregular C) Yes D) hyaline membrane disease
pathvqa_013014,pathvqa,train,pathvqa_013014.jpg,does this image show hemolytic disease of newborn?,yes,Yes/No,T1,yes,as periportal and centrilobular,Yes,B,english,A) T1 B) yes C) as periportal and centrilobular D) Yes
pathvqa_013021,pathvqa,train,pathvqa_013021.jpg,does newborn cord around neck show hemolytic disease of newborn?,no,Yes/No,no,endocrine,yes,endocrine,A,english,A) no B) endocrine C) yes D) endocrine
pathvqa_013036,pathvqa,train,pathvqa_013036.jpg,how is close-up excised breast with ulcerating carcinoma?,large,How,large,"Stomach, Colon",no,the pattern of staining of anti-centromere antibodies diseases,A,english,"A) large B) Stomach, Colon C) no D) the pattern of staining of anti-centromere antibodies diseases"
pathvqa_013066,pathvqa,train,pathvqa_013066.jpg,what appears too small for this?,lesion,What,gastrointestinal,yes,lesion,yes,C,english,A) gastrointestinal B) yes C) lesion D) yes
pathvqa_013080,pathvqa,train,pathvqa_013080.jpg,what appears too small for this?,lesion,What,silver,lesion,skin,Pulmonary Mass,B,english,A) silver B) lesion C) skin D) Pulmonary Mass
pathvqa_013082,pathvqa,train,pathvqa_013082.jpg,what is present?,adenocarcinoma,What,malignant lymphoma,adenocarcinoma,good,yes,B,english,A) malignant lymphoma B) adenocarcinoma C) good D) yes
pathvqa_013101,pathvqa,train,pathvqa_013101.jpg,what is caused by aging and reduced blood supply?,atrophy of the brain,What,atrophy of the brain,no,no,2,A,english,A) atrophy of the brain B) no C) no D) 2
pathvqa_013106,pathvqa,train,pathvqa_013106.jpg,where is this area in the body?,breast,Where,Chest,breast,yes,Left,B,english,A) Chest B) breast C) yes D) Left
pathvqa_013111,pathvqa,train,pathvqa_013111.jpg,what does this image show?,normal breast,What,anaplastic adenocarcinoma from stomach,excellent example to see neoplasm gland is not enlarged,gastrointestinal,normal breast,D,english,A) anaplastic adenocarcinoma from stomach B) excellent example to see neoplasm gland is not enlarged C) gastrointestinal D) normal breast
pathvqa_013117,pathvqa,train,pathvqa_013117.jpg,"does this image show breast, fibroadenoma?",yes,Yes/No,yes,oral,Right,endocrine system,A,english,A) yes B) oral C) Right D) endocrine system
pathvqa_013121,pathvqa,train,pathvqa_013121.jpg,"does this image show breast, fibroadenoma?",yes,Yes/No,due to chronic urolithiasis,0,yes,Yes,C,english,A) due to chronic urolithiasis B) 0 C) yes D) Yes
pathvqa_013153,pathvqa,train,pathvqa_013153.jpg,is retroperitoneum present?,no,Yes/No,chronic osteomyelitis,yes,no,chest x-ray,C,english,A) chronic osteomyelitis B) yes C) no D) chest x-ray
pathvqa_013172,pathvqa,train,pathvqa_013172.jpg,how does this typical lesion appear?,benign,How,endocrine,benign,extremities,yes,B,english,A) endocrine B) benign C) extremities D) yes
pathvqa_013194,pathvqa,train,pathvqa_013194.jpg,is papillary intraductal adenocarcinoma present?,yes,Yes/No,no,No,yes,excellent example to see neoplasm gland is not enlarged,C,english,A) no B) No C) yes D) excellent example to see neoplasm gland is not enlarged
pathvqa_013205,pathvqa,train,pathvqa_013205.jpg,is spina bifida present?,no,Yes/No,due to vertebral column trauma,mandibular,lung,no,D,english,A) due to vertebral column trauma B) mandibular C) lung D) no
pathvqa_013212,pathvqa,train,pathvqa_013212.jpg,what of the brain is caused by aging?,atrophy,What,T1,Heart,atrophy,the cell membrane and the extracellular matrix proteins,C,english,A) T1 B) Heart C) atrophy D) the cell membrane and the extracellular matrix proteins
pathvqa_013215,pathvqa,train,pathvqa_013215.jpg,how is this image a quite example of pagets disease?,good,How,urinary,female reproductive system,good,Chest,C,english,A) urinary B) female reproductive system C) good D) Chest
pathvqa_013216,pathvqa,train,pathvqa_013216.jpg,what is this image of pagets disease?,a quite excellent example,What,CT,3rd rib,pancreas,a quite excellent example,D,english,A) CT B) 3rd rib C) pancreas D) a quite excellent example
pathvqa_013232,pathvqa,train,pathvqa_013232.jpg,how does this image show metastatic choriocarcinoma?,with pleomorphism,How,no,with pleomorphism,Black,no,B,english,A) no B) with pleomorphism C) Black D) no
pathvqa_013249,pathvqa,train,pathvqa_013249.jpg,how does this image show mastectomy scars?,with skin metastases,How,the monomorphism of these cells,with skin metastases,Lung,hepatitis b virus,B,english,A) the monomorphism of these cells B) with skin metastases C) Lung D) hepatitis b virus
pathvqa_013251,pathvqa,train,pathvqa_013251.jpg,does carcinomatosis show mastectomy scars with skin metastases?,no,Yes/No,Spinal cord,no,Cardiomegaly,basal body dr garcia tumors 66,B,english,A) Spinal cord B) no C) Cardiomegaly D) basal body dr garcia tumors 66
pathvqa_013255,pathvqa,train,pathvqa_013255.jpg,where is this area in the body?,breast,Where,no,breast,view of head with scalp retracted to show massive fractures,yes,B,english,A) no B) breast C) view of head with scalp retracted to show massive fractures D) yes
pathvqa_013259,pathvqa,train,pathvqa_013259.jpg,how does this image show mastectomy scars?,with skin metastases,How,with skin metastases,yes,yes,lateral view of body with renal facies no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short,A,english,A) with skin metastases B) yes C) yes D) lateral view of body with renal facies no neck and a barely seen vascular mass extruding from occipital region of skull arms and legs appear too short
pathvqa_013263,pathvqa,train,pathvqa_013263.jpg,is breast present?,yes,Yes/No,no,lung,yes,Liver,C,english,A) no B) lung C) yes D) Liver
pathvqa_013265,pathvqa,train,pathvqa_013265.jpg,where is this area in the body?,breast,Where,"Left Lung, Right",0,fractures,breast,D,english,"A) Left Lung, Right B) 0 C) fractures D) breast"
